2021/03/01 22:00:00;100
2022-05-17 15:43:59;33.72
2022-05-17 15:44:03;33.33
2022-05-17 15:44:08;32.94
2022-05-17 15:44:13;32.55
2022-05-17 15:44:19;32.16
2022-05-17 15:44:24;32.16
2022-05-17 15:44:29;31.77
2022-05-17 15:44:35;31.38
2022-05-17 15:44:40;30.99
2022-05-17 15:44:45;30.99
2022-05-17 15:44:51;30.99
2022-05-17 15:44:56;30.99
2022-05-17 15:45:01;30.99
2022-05-17 15:45:06;30.99
2022-05-17 15:45:12;30.99
2022-05-17 15:45:17;30.99
2022-05-17 15:45:22;12.51
2022-05-17 15:45:28;23.95
2022-05-17 15:45:33;31.38
2022-05-17 15:45:38;34.51
2022-05-17 15:45:44;23.56
2022-05-17 15:45:49;15.25
2022-05-17 15:45:54;1.17
2022-05-17 15:46:00;0.00
2022-05-17 15:46:05;0.00
2022-05-17 15:46:10;0.00
2022-05-17 15:46:16;5.08
2022-05-17 15:46:21;19.26
2022-05-17 15:46:26;30.60
2022-05-17 15:46:31;21.99
2022-05-17 15:46:37;16.42
2022-05-17 15:46:42;0.78
2022-05-17 15:46:47;0.00
2022-05-17 15:46:53;0.00
2022-05-17 15:46:58;0.00
2022-05-17 15:47:03;0.00
2022-05-17 15:47:09;21.99
2022-05-17 15:47:14;35.29
2022-05-17 15:47:19;21.99
2022-05-17 15:47:25;16.42
2022-05-17 15:47:30;0.78
2022-05-17 15:47:35;0.00
2022-05-17 15:47:41;0.00
2022-05-17 15:47:46;0.00
2022-05-17 15:47:51;0.00
2022-05-17 15:47:57;18.87
2022-05-17 15:48:02;35.29
2022-05-17 15:48:07;21.99
2022-05-17 15:48:12;14.47
2022-05-17 15:48:18;3.91
2022-05-17 15:48:23;0.00
2022-05-17 15:48:28;0.00
2022-05-17 15:48:34;0.00
2022-05-17 15:48:39;0.00
2022-05-17 15:48:44;18.87
2022-05-17 15:48:50;30.60
2022-05-17 15:48:55;21.99
2022-05-17 15:49:00;16.42
2022-05-17 15:49:06;3.91
2022-05-17 15:49:11;0.00
2022-05-17 15:49:16;0.00
2022-05-17 15:49:22;0.00
2022-05-17 15:49:27;0.00
2022-05-17 15:49:32;15.64
2022-05-17 15:49:37;35.29
2022-05-17 15:49:43;21.99
2022-05-17 15:49:48;16.42
2022-05-17 15:49:53;7.04
2022-05-17 15:49:59;0.00
2022-05-17 15:50:04;0.00
2022-05-17 15:50:09;0.00
2022-05-17 15:50:15;0.00
2022-05-17 15:50:20;15.64
2022-05-17 15:50:25;35.29
2022-05-17 15:50:30;21.99
2022-05-17 15:50:36;18.08
2022-05-17 15:50:41;3.91
2022-05-17 15:50:46;0.00
2022-05-17 15:50:52;0.00
2022-05-17 15:50:57;0.00
2022-05-17 15:51:02;0.00
2022-05-17 15:51:08;15.64
2022-05-17 15:51:13;35.29
2022-05-17 15:51:18;22.78
2022-05-17 15:51:24;18.08
2022-05-17 15:51:29;7.04
2022-05-17 15:51:34;0.00
2022-05-17 15:51:40;0.00
2022-05-17 15:51:45;0.00
2022-05-17 15:51:50;0.00
2022-05-17 16:30:10;35.29
2022-05-17 16:30:16;22.78
2022-05-17 16:30:21;18.08
2022-05-17 16:30:26;3.91
2022-05-17 16:30:32;0.00
2022-05-17 16:30:37;0.00
2022-05-17 16:30:42;0.00
2022-05-17 16:30:47;0.00
2022-05-17 16:30:53;15.64
2022-05-17 16:30:58;31.77
2022-05-17 16:31:03;21.99
2022-05-17 16:31:09;18.08
2022-05-17 16:31:14;7.04
2022-05-17 16:31:19;0.00
2022-05-17 16:31:25;0.00
2022-05-17 16:31:30;0.00
2022-05-17 16:31:35;0.00
2022-05-17 16:31:40;15.64
2022-05-17 16:31:46;31.77
2022-05-17 16:31:51;22.78
2022-05-17 16:31:56;18.08
2022-05-17 16:32:02;7.04
2022-05-17 16:32:07;0.00
2022-05-17 16:32:12;0.00
2022-05-17 16:32:18;0.00
2022-05-17 16:32:23;0.00
2022-05-17 16:32:28;12.90
2022-05-17 16:32:34;31.77
2022-05-17 16:32:39;22.78
2022-05-17 16:32:44;18.08
2022-05-17 16:32:50;10.17
2022-05-17 16:32:55;0.00
2022-05-17 16:33:00;0.00
2022-05-17 16:33:05;0.00
2022-05-17 16:33:11;0.00
2022-05-17 16:33:16;12.90
2022-05-17 16:33:21;31.77
2022-05-17 16:33:27;22.78
2022-05-17 16:33:32;19.26
2022-05-17 16:33:38;7.04
2022-05-17 16:33:43;0.00
2022-05-17 16:33:48;0.00
2022-05-17 16:33:54;0.00
