2021/03/01 22:00:00;Ativo
2021/03/01 22:00:00;Inativo
2021/03/01 22:00:00;Ativo
2021/03/01 22:00:00;Inativo
2021/03/01 22:00:00;Ativo
2021/03/01 22:00:00;Ativo
2021/03/01 22:00:00;Inativo
30/05/2022 14:33:00;Ligado
30/05/2022 14:33:40;Desligado
30/05/2022 14:33:49;Ligado
30/05/2022 14:33:53;Ligado
30/05/2022 14:33:57;Desligado
30/05/2022 14:34:05;Ligado
30/05/2022 14:34:39;Desligado
30/05/2022 14:34:47;Ligado
30/05/2022 14:42:30;Ligado
30/05/2022 14:53:32;Ligado
30/05/2022 14:55:12;Ligado
30/05/2022 18:51:15;Desligado
31/05/2022 07:32:23;Ligado
31/05/2022 07:32:28;Desligado
31/05/2022 07:32:35;Ligado
31/05/2022 07:32:35;Desligado
31/05/2022 07:32:39;Ligado
31/05/2022 07:39:29;Ligado
31/05/2022 07:41:26;Ligado
31/05/2022 07:41:49;Ligado
31/05/2022 07:42:16;Ligado
31/05/2022 07:43:12;Ligado
31/05/2022 07:43:39;Ligado
31/05/2022 07:44:09;Desligado
31/05/2022 07:44:10;Desligado
31/05/2022 07:44:14;Ligado
31/05/2022 07:44:15;Desligado
31/05/2022 07:44:45;Ligado
31/05/2022 07:56:08;Ligado
31/05/2022 07:56:29;Desligado
31/05/2022 07:56:30;Ligado
31/05/2022 07:57:01;Desligado
31/05/2022 07:57:03;Ligado
31/05/2022 07:57:03;Desligado
31/05/2022 07:57:04;Ligado
31/05/2022 07:57:06;Ligado
31/05/2022 07:57:07;Desligado
31/05/2022 11:46:44;Ligado
31/05/2022 14:36:45;Desligado
31/05/2022 14:36:51;Ligado
31/05/2022 14:42:15;Desligado
31/05/2022 17:22:33;Ligado
31/05/2022 17:42:10;Desligado
31/05/2022 17:42:14;Ligado
31/05/2022 17:43:24;Desligado
31/05/2022 17:43:27;Ligado
31/05/2022 17:44:12;Desligado
31/05/2022 17:44:22;Ligado
31/05/2022 18:07:21;Desligado
31/05/2022 18:07:25;Ligado
31/05/2022 19:59:03;Ligado
31/05/2022 19:59:13;Desligado
31/05/2022 20:49:58;Ligado
31/05/2022 20:54:50;Ligado
31/05/2022 20:54:57;Desligado
31/05/2022 21:04:06;Desligado
31/05/2022 21:04:09;Ligado
31/05/2022 21:04:33;Desligado
31/05/2022 21:04:38;Ligado
31/05/2022 21:16:45;Desligado
31/05/2022 21:16:47;Ligado
31/05/2022 21:16:48;Ligado
31/05/2022 21:21:10;Desligado
31/05/2022 21:21:11;Ligado
31/05/2022 21:21:28;Desligado
01/06/2022 09:14:45;Ligado
01/06/2022 10:47:25;Desligado
01/06/2022 11:01:33;Ligado
01/06/2022 11:09:20;Ligado
01/06/2022 11:11:59;Desligado
01/06/2022 21:06:41;Ligado
01/06/2022 21:08:22;Desligado
01/06/2022 22:12:51;Ligado
01/06/2022 22:12:55;Ligado
01/06/2022 22:13:05;Desligado
01/06/2022 22:13:12;Desligado
01/06/2022 22:13:13;Ligado
01/06/2022 22:13:24;Desligado
01/06/2022 22:13:29;Ligado
01/06/2022 22:13:57;Desligado
01/06/2022 22:14:16;Ligado
01/06/2022 22:14:22;Desligado
01/06/2022 22:14:23;Desligado
01/06/2022 22:14:23;Desligado
01/06/2022 22:14:23;Desligado
01/06/2022 22:14:23;Desligado
01/06/2022 22:14:23;Desligado
01/06/2022 22:14:23;Desligado
01/06/2022 22:14:24;Desligado
01/06/2022 22:14:24;Desligado
01/06/2022 22:14:24;Desligado
01/06/2022 22:14:37;Desligado
01/06/2022 22:14:50;Ligado
01/06/2022 21:14:56;Ligado
01/06/2022 21:14:57;Desligado
01/06/2022 21:14:58;Ligado
01/06/2022 21:15:08;Desligado
01/06/2022 22:15:10;Desligado
01/06/2022 22:15:12;Ligado
01/06/2022 22:15:24;Desligado
01/06/2022 22:15:38;Ligado
01/06/2022 21:16:01;Desligado
01/06/2022 21:16:02;Ligado
01/06/2022 21:16:04;Ligado
01/06/2022 22:16:34;Desligado
01/06/2022 22:16:53;Ligado
01/06/2022 21:17:10;Desligado
01/06/2022 21:17:53;Ligado
01/06/2022 22:18:01;Ligado
01/06/2022 22:18:14;Desligado
01/06/2022 22:18:15;Desligado
01/06/2022 22:18:26;Ligado
01/06/2022 22:18:34;Desligado
01/06/2022 22:18:34;Desligado
01/06/2022 22:18:40;Ligado
01/06/2022 22:18:58;Desligado
02/06/2022 09:22:49;Ligado
02/06/2022 12:53:24;Desligado
02/06/2022 12:53:52;Ligado
02/06/2022 12:54:24;Desligado
03/06/2022 19:04:08;Ligado
03/06/2022 21:58:53;Ligado
03/06/2022 21:59:13;Desligado
03/06/2022 21:59:17;Ligado
03/06/2022 22:01:28;Ligado
03/06/2022 22:01:36;Ligado
03/06/2022 22:09:42;Desligado
03/06/2022 22:09:50;Desligado
03/06/2022 22:20:06;Ligado
03/06/2022 22:21:17;Desligado
03/06/2022 22:22:59;Ligado
03/06/2022 22:24:10;Desligado
03/06/2022 22:24:23;Ligado
03/06/2022 22:24:30;Desligado
03/06/2022 22:27:12;Ligado
03/06/2022 22:27:17;Desligado
04/06/2022 17:41:33;Ligado
04/06/2022 17:49:32;Ligado
04/06/2022 18:04:08;Desligado
04/06/2022 18:04:13;Ligado
05/06/2022 18:58:38;Desligado
05/06/2022 19:30:24;Ligado
05/06/2022 19:34:53;Desligado
05/06/2022 19:34:55;Ligado
05/06/2022 19:34:57;Desligado
05/06/2022 19:36:03;Ligado
05/06/2022 19:41:06;Desligado
05/06/2022 19:41:14;Ligado
05/06/2022 19:45:32;Desligado
05/06/2022 19:50:28;Ligado
05/06/2022 20:05:28;Desligado
05/06/2022 21:14:14;Ligado
05/06/2022 21:14:19;Ligado
05/06/2022 21:14:23;Ligado
05/06/2022 21:14:44;Ligado
05/06/2022 21:15:08;Ligado
05/06/2022 21:15:32;Ligado
05/06/2022 21:15:36;Ligado
05/06/2022 21:15:47;Ligado
05/06/2022 21:15:59;Ligado
05/06/2022 21:16:31;Desligado
05/06/2022 21:16:37;Ligado
05/06/2022 21:16:49;Desligado
05/06/2022 21:16:52;Ligado
05/06/2022 21:17:38;Desligado
05/06/2022 21:46:42;Ligado
05/06/2022 21:46:50;Desligado
05/06/2022 21:47:17;Ligado
05/06/2022 20:55:36;Ligado
05/06/2022 20:55:47;Desligado
05/06/2022 20:56:01;Ligado
05/06/2022 21:56:08;Desligado
05/06/2022 21:56:10;Desligado
05/06/2022 21:58:42;Ligado
05/06/2022 20:59:28;Desligado
05/06/2022 22:00:01;Desligado
05/06/2022 22:00:07;Ligado
05/06/2022 22:00:49;Desligado
05/06/2022 22:01:01;Ligado
05/06/2022 22:02:11;Desligado
