2021/03/01 22:00:00;ativo
2021/03/01 22:00:00;Inativo
2021/03/01 22:00:00;ativo
2021/03/01 22:00:00;inativo
2021/03/01 22:00:00;Ativo
30/05/2022 13:57:27;Ligado
30/05/2022 13:58:32;Ligado
30/05/2022 13:58:37;Desligado
30/05/2022 13:58:41;Ligado
30/05/2022 13:58:48;Desligado
30/05/2022 13:58:53;Ligado
30/05/2022 13:59:02;Desligado
30/05/2022 14:16:57;Ligado
30/05/2022 14:17:00;Desligado
30/05/2022 14:19:14;Desligado
30/05/2022 14:19:17;Ligado
30/05/2022 14:20:21;Desligado
30/05/2022 14:21:03;Ligado
30/05/2022 14:21:40;Desligado
30/05/2022 14:21:46;Ligado
30/05/2022 14:28:11;Ligado
30/05/2022 14:28:14;Desligado
30/05/2022 14:29:27;Desligado
30/05/2022 14:30:06;Desligado
30/05/2022 14:30:10;Ligado
30/05/2022 14:30:16;Desligado
30/05/2022 14:30:22;Ligado
30/05/2022 14:34:00;Desligado
30/05/2022 14:34:41;Ligado
30/05/2022 14:42:27;Desligado
30/05/2022 14:53:35;Desligado
31/05/2022 07:32:24;Desligado
31/05/2022 07:32:28;Ligado
31/05/2022 07:32:34;Desligado
31/05/2022 07:44:13;Ligado
31/05/2022 07:44:14;Desligado
31/05/2022 07:49:57;Ligado
31/05/2022 07:56:28;Desligado
31/05/2022 07:56:29;Ligado
31/05/2022 07:57:02;Desligado
31/05/2022 07:57:02;Ligado
31/05/2022 07:57:03;Desligado
31/05/2022 07:57:04;Ligado
31/05/2022 07:57:05;Desligado
31/05/2022 07:57:06;Ligado
31/05/2022 07:57:47;Desligado
31/05/2022 14:36:48;Ligado
31/05/2022 17:22:24;Desligado
31/05/2022 17:42:12;Ligado
31/05/2022 17:42:18;Desligado
31/05/2022 17:44:16;Ligado
31/05/2022 17:44:21;Desligado
31/05/2022 20:54:56;Desligado
31/05/2022 20:54:56;Ligado
31/05/2022 20:54:57;Ligado
31/05/2022 20:54:58;Desligado
31/05/2022 21:16:45;Ligado
31/05/2022 21:16:46;Desligado
31/05/2022 21:16:47;Ligado
31/05/2022 21:16:48;Desligado
31/05/2022 21:21:09;Ligado
31/05/2022 21:21:10;Desligado
31/05/2022 21:21:28;Ligado
01/06/2022 10:48:05;Desligado
01/06/2022 11:11:58;Ligado
01/06/2022 13:39:04;Desligado
01/06/2022 14:24:33;Ligado
date;Desligado
01/06/2022 20:38:37;Ligado
01/06/2022 21:38:45;Desligado
01/06/2022 21:39:57;Ligado
01/06/2022 21:40:00;Ligado
01/06/2022 21:40:07;Desligado
01/06/2022 21:41:17;Ligado
01/06/2022 21:41:21;Desligado
01/06/2022 21:42:22;Ligado
01/06/2022 21:42:29;Desligado
01/06/2022 21:43:46;Ligado
01/06/2022 21:55:56;Desligado
01/06/2022 21:56:02;Ligado
01/06/2022 21:56:21;Desligado
01/06/2022 21:56:54;Ligado
01/06/2022 21:57:03;Desligado
01/06/2022 21:57:10;Ligado
01/06/2022 21:57:13;Ligado
01/06/2022 21:57:17;Desligado
01/06/2022 21:58:05;Ligado
01/06/2022 21:58:16;Desligado
01/06/2022 21:59:16;Ligado
01/06/2022 22:00:14;Desligado
01/06/2022 22:01:20;Ligado
01/06/2022 22:01:22;Ligado
01/06/2022 22:01:23;Ligado
01/06/2022 22:01:24;Ligado
01/06/2022 22:01:31;Desligado
01/06/2022 22:01:56;Ligado
01/06/2022 22:02:00;Ligado
01/06/2022 22:02:04;Desligado
01/06/2022 22:02:10;Desligado
01/06/2022 22:02:16;Ligado
01/06/2022 22:02:22;Desligado
01/06/2022 22:02:27;Ligado
01/06/2022 22:02:28;Ligado
01/06/2022 22:02:32;Desligado
01/06/2022 22:02:36;Desligado
01/06/2022 22:02:39;Ligado
01/06/2022 22:02:46;Desligado
01/06/2022 22:02:50;Ligado
01/06/2022 22:05:01;Desligado
01/06/2022 22:05:04;Ligado
01/06/2022 22:05:10;Desligado
01/06/2022 22:05:12;Desligado
01/06/2022 22:05:16;Ligado
01/06/2022 22:06:32;Desligado
01/06/2022 22:06:39;Desligado
01/06/2022 22:06:55;Desligado
01/06/2022 22:07:05;Desligado
01/06/2022 22:07:11;Ligado
01/06/2022 22:07:18;Ligado
01/06/2022 22:07:29;Desligado
01/06/2022 22:07:35;Desligado
01/06/2022 22:07:42;Ligado
01/06/2022 22:07:44;Desligado
01/06/2022 22:07:54;Ligado
01/06/2022 21:08:22;Desligado
01/06/2022 22:08:30;Ligado
01/06/2022 22:08:38;Ligado
01/06/2022 22:09:55;Ligado
01/06/2022 22:10:36;Ligado
01/06/2022 22:10:40;Ligado
01/06/2022 22:10:43;Desligado
01/06/2022 22:10:58;Ligado
01/06/2022 22:11:42;Ligado
01/06/2022 22:12:03;Desligado
01/06/2022 22:12:06;Desligado
01/06/2022 22:12:10;Ligado
01/06/2022 22:12:13;Desligado
01/06/2022 22:12:16;Desligado
01/06/2022 22:12:58;Ligado
01/06/2022 22:13:01;Ligado
01/06/2022 22:13:17;Desligado
01/06/2022 22:13:41;Ligado
01/06/2022 22:13:49;Ligado
01/06/2022 22:14:05;Desligado
01/06/2022 22:14:37;Ligado
01/06/2022 21:14:55;Desligado
01/06/2022 21:14:57;Ligado
01/06/2022 21:14:59;Desligado
01/06/2022 22:15:02;Desligado
01/06/2022 21:15:05;Ligado
01/06/2022 22:15:17;Desligado
01/06/2022 22:15:21;Desligado
01/06/2022 22:15:45;Ligado
01/06/2022 21:16:01;Desligado
01/06/2022 21:16:01;Ligado
01/06/2022 21:16:03;Ligado
01/06/2022 21:16:05;Desligado
01/06/2022 22:16:09;Ligado
01/06/2022 21:16:28;Desligado
01/06/2022 22:16:35;Ligado
01/06/2022 22:16:52;Desligado
01/06/2022 21:17:08;Ligado
01/06/2022 21:17:53;Desligado
01/06/2022 22:18:06;Ligado
01/06/2022 22:18:27;Desligado
01/06/2022 22:18:57;Ligado
02/06/2022 09:22:38;Desligado
02/06/2022 09:22:42;Desligado
02/06/2022 09:23:01;Ligado
02/06/2022 12:52:12;Desligado
02/06/2022 12:53:52;Ligado
02/06/2022 12:54:23;Desligado
03/06/2022 19:04:05;Ligado
03/06/2022 21:58:57;Ligado
03/06/2022 21:59:06;Desligado
03/06/2022 21:59:19;Ligado
03/06/2022 22:01:06;Desligado
03/06/2022 22:09:28;Ligado
03/06/2022 22:09:43;Ligado
03/06/2022 22:27:17;Desligado
03/06/2022 22:27:18;Ligado
2021/03/01 22:20:00;16
04/06/2022 17:41:28;Ligado
04/06/2022 17:49:26;Desligado
04/06/2022 17:49:33;Desligado
04/06/2022 17:49:43;Ligado
04/06/2022 17:50:06;Desligado
04/06/2022 17:57:05;Ligado
